========================================
Log file: /home/yh/FPGA_Work/FPL_AE/Log/seg_land.log
Started : 2026-06-08T14:44:38+02:00
========================================
interrupt_selection .
xdma                   98304  0
Loading driver...insmod xdma.ko interrupt_mode=2 ...

The Kernel module installed correctly and the xmda devices were recognized.
DONE
PCIE XDMA RUN OK
XDMA/UART permission OK
===== SegNet @ Land Segmentation =====
========================================
PAT 写入 + 读回校验
========================================
PAT 文件   : layer1_weight_DDR.pat
写设备     : /dev/xdma0_h2c_0
读设备     : /dev/xdma0_c2h_0
起始地址   : 0x0
逐行校验   : False
========================================
[OK] 写入并校验成功
有效行数   : 1440
总字节数   : 46080 (0xB400)
[UART] open /dev/ttyUSB0 @ 115200 bps, timeout=5s
[DATASET] loading seg labels from ./Label_New_64.npy ...
[DATASET] total=12764, test_offset=10211, test_samples=2553
[BENCH] baseline trigger ...
[BENCH] t0 cycles=0 seconds=0
Image   158: pixAcc(this)= 98.66%  running pixAcc= 98.72%  IoU_fg=0.9219
Image   159: pixAcc(this)= 99.10%  running pixAcc= 98.72%  IoU_fg=0.9221
Image   160: pixAcc(this)= 98.97%  running pixAcc= 98.72%  IoU_fg=0.9222
Image   161: pixAcc(this)= 99.46%  running pixAcc= 98.73%  IoU_fg=0.9224
Image   162: pixAcc(this)= 98.80%  running pixAcc= 98.73%  IoU_fg=0.9224
Image   163: pixAcc(this)= 98.83%  running pixAcc= 98.73%  IoU_fg=0.9224
Image   164: pixAcc(this)= 98.66%  running pixAcc= 98.73%  IoU_fg=0.9222
Image   165: pixAcc(this)= 99.19%  running pixAcc= 98.73%  IoU_fg=0.9223
Image   166: pixAcc(this)= 98.78%  running pixAcc= 98.73%  IoU_fg=0.9223
Image   167: pixAcc(this)= 99.07%  running pixAcc= 98.73%  IoU_fg=0.9225
Image   168: pixAcc(this)= 98.51%  running pixAcc= 98.73%  IoU_fg=0.9224
Image   169: pixAcc(this)= 99.19%  running pixAcc= 98.73%  IoU_fg=0.9226
Image   170: pixAcc(this)= 99.12%  running pixAcc= 98.74%  IoU_fg=0.9226
Image   171: pixAcc(this)= 99.19%  running pixAcc= 98.74%  IoU_fg=0.9227
Image   172: pixAcc(this)= 99.34%  running pixAcc= 98.74%  IoU_fg=0.9229
Image   173: pixAcc(this)= 97.41%  running pixAcc= 98.73%  IoU_fg=0.9225
Image   174: pixAcc(this)= 97.92%  running pixAcc= 98.73%  IoU_fg=0.9221
Image   175: pixAcc(this)= 99.02%  running pixAcc= 98.73%  IoU_fg=0.9223
Image   176: pixAcc(this)= 98.24%  running pixAcc= 98.73%  IoU_fg=0.9221
Image   177: pixAcc(this)= 98.00%  running pixAcc= 98.72%  IoU_fg=0.9220
Image   178: pixAcc(this)= 98.71%  running pixAcc= 98.72%  IoU_fg=0.9220
Image   179: pixAcc(this)= 97.92%  running pixAcc= 98.72%  IoU_fg=0.9217
Image   180: pixAcc(this)= 98.56%  running pixAcc= 98.72%  IoU_fg=0.9215
Image   181: pixAcc(this)= 98.97%  running pixAcc= 98.72%  IoU_fg=0.9216
Image   182: pixAcc(this)= 99.07%  running pixAcc= 98.72%  IoU_fg=0.9217
Image   183: pixAcc(this)= 98.80%  running pixAcc= 98.72%  IoU_fg=0.9217
Image   184: pixAcc(this)= 99.10%  running pixAcc= 98.72%  IoU_fg=0.9218
Image   185: pixAcc(this)= 99.37%  running pixAcc= 98.73%  IoU_fg=0.9220
Image   186: pixAcc(this)= 98.51%  running pixAcc= 98.73%  IoU_fg=0.9219
Image   187: pixAcc(this)= 98.68%  running pixAcc= 98.73%  IoU_fg=0.9219
Image   188: pixAcc(this)= 97.56%  running pixAcc= 98.72%  IoU_fg=0.9216
Image   189: pixAcc(this)= 97.78%  running pixAcc= 98.72%  IoU_fg=0.9215
Image   190: pixAcc(this)= 99.27%  running pixAcc= 98.72%  IoU_fg=0.9218
Image   191: pixAcc(this)= 98.12%  running pixAcc= 98.72%  IoU_fg=0.9216
Image   192: pixAcc(this)= 97.39%  running pixAcc= 98.71%  IoU_fg=0.9212
Image   193: pixAcc(this)= 98.73%  running pixAcc= 98.71%  IoU_fg=0.9212
Image   194: pixAcc(this)= 99.02%  running pixAcc= 98.71%  IoU_fg=0.9214
Image   195: pixAcc(this)= 98.27%  running pixAcc= 98.71%  IoU_fg=0.9212
Image   196: pixAcc(this)= 98.54%  running pixAcc= 98.71%  IoU_fg=0.9211
Image   197: pixAcc(this)= 98.95%  running pixAcc= 98.71%  IoU_fg=0.9211
Image   198: pixAcc(this)= 98.63%  running pixAcc= 98.71%  IoU_fg=0.9211
